Speed_kmh,Acceleration_ms2,Braking_Pattern,Distance_Driven_km,Location_History,Vehicle_Make,Vehicle_Model,Vehicle_Year,Safety_Features,Past_Claims,Previous_Policy_Lapses,Accident_History,Road_Conditions,Weather_Data,Traffic_Congestion,Current_Premium,Policy_Type,Deductibles,Dynamic_Premium
69,3.14,Moderate,1083,Highway,Toyota,Hatchback,2014,Basic,1,0,Major,Moderate,Rain,Moderate,11637,Pay-As-You-Drive,2310,28632
38,1.07,Moderate,22101,Suburban,Honda,Coupe,2007,Standard,4,0,None,Moderate,Rain,High,33173,Comprehensive,2966,65797
111,3.57,Moderate,12647,Rural,Ford,Sedan,2017,Advanced,0,0,None,Poor,Snow,Low,13963,Third-Party,2680,39352
102,3.03,Moderate,13783,Suburban,Mercedes,Convertible,2017,Standard,2,2,Minor,Good,Clear,Low,47668,Third-Party,2556,152908
32,2.3,Harsh,17109,Suburban,Honda,SUV,2009,Basic,4,1,None,Good,Rain,High,9170,Pay-As-You-Drive,2066,22399
110,0.94,Smooth,2669,Suburban,Honda,Truck,2004,Standard,0,2,Major,Good,Snow,Moderate,37890,Pay-As-You-Drive,2015,96686
31,1.05,Smooth,15426,Rural,Chevrolet,Convertible,2006,Standard,1,0,None,Good,Rain,Moderate,26694,Pay-As-You-Drive,4022,43294
82,2.94,Smooth,27992,Urban,Honda,SUV,2007,Advanced,2,1,None,Moderate,Rain,Low,17799,Pay-As-You-Drive,913,50157
47,2.01,Moderate,9918,Highway,BMW,Coupe,2011,Basic,3,1,None,Poor,Rain,High,45302,Pay-As-You-Drive,1674,108464
72,0.52,Smooth,1848,Highway,Mercedes,Sedan,2003,Advanced,0,0,None,Moderate,Rain,Moderate,14686,Comprehensive,1228,25396
36,0.55,Smooth,20388,Suburban,Toyota,Sedan,2003,Standard,4,2,None,Moderate,Rain,Moderate,46384,Pay-As-You-Drive,1864,103770
37,2.5,Moderate,9628,Highway,Honda,Truck,2004,Standard,2,2,None,Moderate,Clear,Low,33152,Comprehensive,4034,83956
49,3.7,Smooth,26398,Highway,Honda,Convertible,2014,Basic,3,1,None,Poor,Rain,Moderate,43074,Comprehensive,4728,122042
79,1.05,Harsh,22927,Rural,BMW,Hatchback,2016,Standard,1,1,None,Moderate,Fog,High,26466,Comprehensive,2829,58781
72,3.09,Smooth,9161,Suburban,Toyota,SUV,2007,Basic,2,2,None,Good,Clear,High,39584,Pay-As-You-Drive,1940,117615
30,1.79,Moderate,20181,Rural,Tesla,Sedan,2002,Advanced,3,1,Minor,Good,Rain,Low,18771,Comprehensive,2147,41267
112,2.78,Smooth,4526,Rural,Toyota,SUV,2001,Standard,4,0,None,Moderate,Snow,Moderate,27715,Comprehensive,3883,83908
59,0.5,Harsh,14305,Highway,Mercedes,Convertible,2000,Basic,3,1,None,Poor,Clear,Low,48242,Third-Party,4956,102166
57,3.77,Harsh,13605,Highway,Chevrolet,Coupe,2013,Basic,3,1,None,Good,Rain,Low,25081,Third-Party,3254,73185
32,2.73,Smooth,22315,Rural,Mercedes,Truck,2014,Basic,0,2,None,Good,Clear,Moderate,49069,Pay-As-You-Drive,2755,115223
39,3.61,Moderate,14925,Highway,Chevrolet,Convertible,2017,Basic,3,2,None,Moderate,Clear,High,14983,Comprehensive,4082,43846
101,0.67,Harsh,17668,Suburban,Tesla,Sedan,2012,Standard,4,1,None,Good,Clear,Low,48475,Pay-As-You-Drive,3972,126475
114,2.75,Smooth,4332,Suburban,BMW,Sedan,2001,Standard,1,2,Minor,Good,Clear,Moderate,7554,Third-Party,2658,23695
104,2.8,Smooth,6828,Highway,Honda,Coupe,2021,Basic,3,1,Minor,Poor,Clear,High,9560,Third-Party,2714,29322
84,2.89,Smooth,6164,Suburban,Toyota,Truck,2015,Advanced,0,0,Minor,Good,Rain,Low,27532,Pay-As-You-Drive,3441,66676
45,1.54,Smooth,29274,Highway,Honda,Sedan,2018,Standard,1,2,Minor,Good,Clear,Moderate,18617,Pay-As-You-Drive,4714,42079
57,1.09,Moderate,4251,Suburban,BMW,Truck,2022,Basic,2,0,None,Good,Rain,High,8991,Third-Party,1429,17518
52,3.0,Smooth,9132,Suburban,Honda,Hatchback,2016,Basic,3,1,None,Poor,Snow,Moderate,25985,Comprehensive,3782,69701
92,1.17,Smooth,27683,Suburban,Honda,Convertible,2017,Advanced,0,2,Minor,Good,Clear,Moderate,6627,Comprehensive,1243,16295
61,2.16,Moderate,21223,Suburban,Honda,SUV,2019,Advanced,2,1,None,Poor,Clear,Low,10638,Third-Party,2389,26036
76,1.99,Smooth,7701,Urban,Chevrolet,Truck,2011,Basic,3,0,Minor,Poor,Clear,Low,36844,Comprehensive,3529,89586
118,1.14,Smooth,10142,Suburban,BMW,SUV,2020,Standard,2,2,Minor,Good,Rain,Moderate,28273,Third-Party,881,81071
95,2.89,Smooth,11209,Suburban,Tesla,SUV,2011,Standard,3,2,None,Poor,Snow,Low,20919,Third-Party,1676,67250
62,2.38,Harsh,26333,Urban,Chevrolet,Convertible,2021,Advanced,1,1,Major,Good,Rain,High,47487,Third-Party,3322,114527
81,2.44,Smooth,24283,Urban,Tesla,Convertible,2002,Advanced,0,1,Minor,Good,Clear,Moderate,46283,Third-Party,2683,115016
57,3.26,Moderate,23438,Urban,BMW,Truck,2013,Advanced,0,1,None,Poor,Rain,Low,13339,Comprehensive,2787,33208
112,2.45,Moderate,1137,Urban,Mercedes,Coupe,2007,Standard,2,1,None,Poor,Clear,Low,5324,Comprehensive,4412,15687
74,1.83,Moderate,22888,Highway,Toyota,SUV,2022,Basic,4,0,Major,Good,Rain,Low,8741,Third-Party,1851,21632
34,3.59,Smooth,23288,Rural,Ford,Hatchback,2009,Standard,3,2,None,Good,Fog,Moderate,30722,Third-Party,2380,88475
84,3.73,Smooth,4462,Urban,Honda,Convertible,2018,Advanced,3,0,Major,Good,Clear,High,21086,Comprehensive,639,61860
102,3.09,Smooth,15523,Urban,Toyota,SUV,2008,Standard,0,0,None,Good,Clear,High,23691,Comprehensive,1670,62116
92,2.71,Smooth,15040,Highway,Tesla,Coupe,2014,Basic,1,2,Minor,Poor,Fog,Moderate,23704,Third-Party,4857,69790
43,2.25,Moderate,9150,Highway,BMW,Sedan,2020,Advanced,3,2,None,Moderate,Clear,Moderate,8260,Third-Party,2023,21646
37,3.2,Smooth,12684,Rural,Toyota,Truck,2020,Standard,4,0,None,Poor,Clear,Low,48943,Pay-As-You-Drive,3009,122824
89,3.29,Smooth,19703,Suburban,Chevrolet,Coupe,2004,Advanced,3,1,None,Poor,Clear,Low,7751,Third-Party,2022,23750
58,2.83,Smooth,15500,Highway,Toyota,Coupe,2013,Advanced,4,2,None,Moderate,Fog,High,17162,Comprehensive,4218,51342
77,0.55,Harsh,19589,Suburban,Toyota,Convertible,2017,Basic,2,1,None,Good,Snow,Moderate,39391,Pay-As-You-Drive,2359,85832
113,2.39,Moderate,683,Rural,Chevrolet,Truck,2010,Standard,3,0,Major,Moderate,Fog,High,33796,Third-Party,3201,95961
101,3.98,Smooth,18588,Urban,BMW,Truck,2006,Basic,2,2,None,Moderate,Clear,Moderate,29323,Pay-As-You-Drive,2958,100782
54,1.95,Smooth,8700,Highway,Chevrolet,Sedan,2020,Standard,0,1,None,Good,Fog,Low,38176,Third-Party,1796,81644
42,2.51,Smooth,18384,Urban,Chevrolet,Hatchback,2007,Advanced,3,2,None,Poor,Clear,Low,8724,Comprehensive,3084,23368
99,1.13,Smooth,11669,Highway,Toyota,SUV,2014,Standard,1,0,Minor,Moderate,Clear,Low,8327,Pay-As-You-Drive,4919,18389
48,3.85,Smooth,18055,Urban,Toyota,SUV,2011,Standard,2,1,None,Moderate,Clear,Moderate,35163,Third-Party,4872,97137
70,2.96,Smooth,21704,Highway,Ford,Truck,2016,Basic,4,0,None,Poor,Fog,High,7121,Pay-As-You-Drive,2426,19400
100,1.56,Smooth,23833,Highway,Chevrolet,Hatchback,2012,Standard,4,2,None,Good,Clear,Moderate,37663,Third-Party,3118,113823
31,2.14,Smooth,26372,Urban,Ford,Convertible,2011,Basic,3,0,None,Moderate,Clear,Low,33343,Comprehensive,4308,69835
94,0.87,Moderate,27835,Suburban,Ford,Sedan,2019,Basic,0,1,None,Good,Clear,Low,25941,Third-Party,1109,57121
77,1.29,Moderate,21879,Highway,Chevrolet,Coupe,2011,Standard,1,0,None,Poor,Clear,Moderate,48195,Pay-As-You-Drive,3594,99460
42,2.64,Smooth,22166,Suburban,BMW,SUV,2012,Basic,3,0,None,Good,Clear,Low,38278,Comprehensive,3735,88461
42,2.63,Smooth,15934,Highway,BMW,Hatchback,2011,Standard,4,1,None,Moderate,Clear,Moderate,10518,Comprehensive,3247,27431
96,1.35,Smooth,1216,Highway,Honda,Sedan,2000,Basic,0,0,None,Good,Fog,Moderate,21928,Third-Party,2449,46884
76,1.53,Smooth,10365,Urban,Ford,Sedan,2003,Standard,3,1,None,Moderate,Clear,High,38318,Pay-As-You-Drive,2688,96374
92,0.53,Harsh,2105,Rural,Tesla,Convertible,2023,Advanced,0,1,None,Good,Rain,Moderate,19718,Third-Party,4048,41408
80,0.98,Smooth,16172,Suburban,BMW,Truck,2011,Standard,4,2,None,Moderate,Clear,Low,46560,Comprehensive,1191,126239
74,0.73,Smooth,21479,Rural,Mercedes,Truck,2019,Basic,3,0,None,Poor,Fog,High,22478,Comprehensive,3718,47167
61,2.01,Moderate,15654,Urban,BMW,Convertible,2003,Standard,0,0,None,Good,Clear,Low,12794,Third-Party,4154,25730
37,1.62,Moderate,16454,Suburban,Chevrolet,Hatchback,2019,Standard,0,0,Minor,Good,Clear,Moderate,21170,Pay-As-You-Drive,517,36264
42,2.36,Moderate,29091,Suburban,Honda,Sedan,2016,Basic,0,1,None,Poor,Clear,Low,28097,Pay-As-You-Drive,842,60151
46,2.87,Smooth,4652,Urban,Toyota,Hatchback,2018,Standard,3,1,None,Poor,Clear,Moderate,18427,Comprehensive,2634,47928
102,2.37,Smooth,15452,Urban,Tesla,Coupe,2019,Advanced,2,1,None,Good,Clear,Low,41605,Pay-As-You-Drive,616,118255
118,1.37,Harsh,12417,Highway,Chevrolet,SUV,2014,Standard,0,2,None,Moderate,Snow,Low,34941,Comprehensive,4787,95211
118,3.89,Smooth,9902,Highway,BMW,Sedan,2017,Standard,2,2,Minor,Good,Rain,Low,28324,Comprehensive,543,100748
87,2.9,Harsh,8228,Rural,Honda,SUV,2008,Standard,4,0,None,Good,Rain,Moderate,16846,Third-Party,3859,48009
71,2.87,Moderate,13332,Urban,Ford,Convertible,2013,Advanced,1,1,Major,Moderate,Fog,Low,42735,Comprehensive,2214,111554
43,0.67,Smooth,9410,Urban,Chevrolet,SUV,2001,Basic,3,0,None,Poor,Clear,Moderate,39089,Pay-As-You-Drive,1454,71363
75,3.72,Moderate,2914,Highway,Chevrolet,Hatchback,2009,Standard,3,0,Minor,Good,Snow,Low,33470,Pay-As-You-Drive,1335,95576
67,2.07,Moderate,5311,Highway,Toyota,Sedan,2018,Advanced,0,1,None,Good,Clear,Low,20416,Comprehensive,2045,46477
62,2.57,Moderate,6967,Urban,Honda,SUV,2003,Standard,2,2,Minor,Poor,Snow,High,33214,Comprehensive,3075,91640
108,2.48,Smooth,1546,Urban,Chevrolet,Convertible,2009,Basic,1,2,None,Good,Fog,Low,42931,Comprehensive,2409,129673
69,3.88,Moderate,1353,Urban,Tesla,Hatchback,2017,Standard,1,2,None,Good,Clear,Low,33708,Comprehensive,2243,102607
56,3.9,Smooth,10154,Highway,Chevrolet,Sedan,2017,Basic,2,1,None,Moderate,Clear,Low,29986,Third-Party,2911,85196
67,0.55,Moderate,8907,Highway,Ford,Coupe,2006,Standard,1,0,None,Good,Clear,Low,32849,Pay-As-You-Drive,2361,58956
67,2.41,Harsh,6819,Urban,Ford,Convertible,2002,Basic,2,2,Minor,Good,Clear,Low,31242,Third-Party,4026,86268
111,2.87,Smooth,24802,Urban,Ford,SUV,2003,Standard,4,1,None,Poor,Rain,Low,17401,Third-Party,4724,56425
116,0.63,Smooth,12099,Highway,Mercedes,Coupe,2009,Basic,2,0,None,Moderate,Clear,Low,41083,Comprehensive,2285,95439
40,3.68,Smooth,24371,Suburban,Ford,Sedan,2017,Advanced,1,2,Minor,Moderate,Fog,Moderate,17486,Third-Party,3784,48159
41,3.77,Smooth,26849,Suburban,Mercedes,Sedan,2019,Basic,2,0,None,Moderate,Clear,Low,13140,Pay-As-You-Drive,1374,32631
54,3.25,Smooth,3879,Urban,Tesla,Convertible,2008,Basic,3,1,None,Good,Clear,Moderate,7910,Pay-As-You-Drive,3838,21854
79,1.79,Harsh,7621,Rural,Honda,Hatchback,2009,Standard,0,0,None,Good,Clear,High,19960,Pay-As-You-Drive,3360,42024
116,2.46,Smooth,17973,Highway,Chevrolet,Truck,2015,Standard,4,2,Major,Moderate,Snow,Moderate,45756,Pay-As-You-Drive,1305,154760
47,3.93,Smooth,5301,Highway,BMW,Coupe,2014,Basic,2,1,None,Moderate,Clear,Moderate,21727,Pay-As-You-Drive,2247,60263
93,1.84,Smooth,8327,Rural,Mercedes,Convertible,2018,Standard,2,0,Major,Moderate,Rain,Low,37213,Comprehensive,3007,90595
31,3.48,Smooth,28034,Urban,Toyota,Convertible,2009,Standard,4,0,Major,Good,Clear,High,30893,Pay-As-You-Drive,2378,78104
78,1.55,Smooth,836,Suburban,Mercedes,Truck,2021,Standard,0,1,None,Poor,Fog,High,12251,Pay-As-You-Drive,3526,27402
59,1.35,Moderate,19255,Urban,Mercedes,Sedan,2023,Standard,1,0,None,Good,Clear,Moderate,31001,Third-Party,2916,59825
44,0.53,Moderate,14787,Suburban,Chevrolet,Hatchback,2016,Basic,1,0,None,Good,Clear,Moderate,24285,Pay-As-You-Drive,4517,38811
56,0.75,Smooth,29327,Suburban,Tesla,Convertible,2009,Advanced,3,1,None,Moderate,Clear,Low,18638,Third-Party,1382,40126
116,2.6,Smooth,24086,Suburban,BMW,Coupe,2019,Standard,3,1,Minor,Moderate,Rain,Moderate,9902,Third-Party,898,30863
33,3.17,Smooth,23895,Rural,Chevrolet,Sedan,2005,Standard,0,1,None,Moderate,Clear,Moderate,22697,Comprehensive,2932,51471
66,0.84,Smooth,825,Suburban,Ford,SUV,2004,Basic,4,0,None,Moderate,Rain,Moderate,44045,Pay-As-You-Drive,3218,95116
110,2.05,Smooth,771,Suburban,BMW,Coupe,2018,Standard,2,0,None,Poor,Rain,High,23644,Comprehensive,2346,62191
64,2.96,Smooth,21137,Suburban,BMW,Truck,2020,Standard,1,1,Minor,Good,Rain,Low,6975,Comprehensive,4633,17943
68,3.2,Smooth,5172,Suburban,BMW,Coupe,2021,Standard,4,0,Minor,Poor,Clear,Moderate,41725,Comprehensive,2953,115473
48,2.23,Smooth,22312,Rural,BMW,SUV,2006,Advanced,4,0,None,Good,Clear,Moderate,11942,Third-Party,4195,28166
64,0.92,Moderate,28720,Highway,Honda,Coupe,2019,Basic,1,1,None,Good,Snow,Low,48291,Comprehensive,808,99623
49,0.68,Smooth,16828,Highway,Chevrolet,Sedan,2015,Standard,2,1,None,Moderate,Snow,Low,43893,Pay-As-You-Drive,2569,86859
73,1.32,Smooth,5716,Suburban,Mercedes,SUV,2000,Basic,4,1,None,Poor,Rain,Low,18465,Third-Party,3030,46878
110,1.14,Smooth,27601,Urban,Toyota,Coupe,2005,Standard,2,1,Minor,Good,Rain,Moderate,17252,Comprehensive,3111,44897
117,1.44,Moderate,16159,Urban,BMW,Sedan,2005,Standard,1,0,Minor,Moderate,Clear,Moderate,23209,Pay-As-You-Drive,3527,56493
80,0.88,Smooth,6370,Urban,Tesla,Convertible,2019,Basic,4,1,None,Good,Clear,Moderate,13496,Third-Party,649,33565
64,0.5,Smooth,3895,Urban,Honda,Convertible,2008,Standard,4,1,Minor,Good,Rain,Moderate,45638,Pay-As-You-Drive,2803,103071
77,1.64,Moderate,24480,Suburban,Chevrolet,SUV,2007,Standard,0,1,Minor,Good,Snow,Low,7003,Comprehensive,573,15770
77,1.11,Moderate,11137,Suburban,Mercedes,Convertible,2023,Advanced,1,2,Major,Good,Rain,Low,11766,Pay-As-You-Drive,2136,28463
36,0.86,Smooth,29757,Rural,Toyota,Coupe,2005,Standard,1,1,Minor,Good,Rain,Moderate,41392,Third-Party,891,75085
79,2.15,Smooth,18520,Rural,Honda,Sedan,2011,Advanced,3,1,Minor,Good,Rain,High,34820,Comprehensive,1820,93841
118,2.03,Moderate,11993,Rural,Tesla,Truck,2005,Basic,1,0,Minor,Good,Fog,Low,10186,Third-Party,4817,26400
43,2.04,Smooth,10778,Rural,Chevrolet,Truck,2008,Standard,4,0,Minor,Good,Snow,High,43164,Pay-As-You-Drive,4330,97888
61,1.38,Smooth,19986,Rural,Tesla,Coupe,2016,Standard,3,1,None,Moderate,Snow,High,8462,Comprehensive,1896,19917
36,1.43,Smooth,28698,Suburban,Mercedes,SUV,2001,Standard,1,1,Minor,Moderate,Snow,Low,13860,Comprehensive,929,27144
71,3.85,Moderate,4555,Highway,Ford,SUV,2006,Basic,4,1,Minor,Good,Clear,Moderate,48359,Pay-As-You-Drive,3007,152575
117,3.06,Moderate,21333,Rural,Tesla,SUV,2002,Basic,3,2,None,Good,Clear,Moderate,21906,Comprehensive,924,75360
54,2.72,Harsh,5208,Suburban,BMW,SUV,2004,Standard,0,0,None,Good,Snow,Low,6051,Comprehensive,3163,12888
73,2.61,Smooth,700,Rural,Tesla,SUV,2023,Standard,1,2,None,Moderate,Clear,Low,13998,Comprehensive,4713,38653
44,3.92,Moderate,5209,Highway,Tesla,Convertible,2004,Basic,0,2,None,Poor,Clear,Moderate,27075,Pay-As-You-Drive,3499,74344
71,3.31,Smooth,29706,Suburban,Toyota,Truck,2012,Standard,3,1,None,Moderate,Clear,Moderate,39638,Pay-As-You-Drive,1690,115715
46,2.81,Smooth,9242,Rural,Tesla,Coupe,2014,Basic,2,0,Minor,Moderate,Clear,Low,31239,Comprehensive,1017,71376
59,1.62,Moderate,3937,Urban,Tesla,Convertible,2001,Advanced,3,2,None,Good,Clear,Moderate,10923,Comprehensive,4015,28364
99,0.71,Moderate,16415,Urban,Tesla,Convertible,2012,Advanced,3,1,None,Moderate,Clear,Moderate,28737,Comprehensive,2990,71943
98,2.07,Moderate,14128,Suburban,Ford,Truck,2005,Standard,1,0,Minor,Moderate,Fog,High,26199,Pay-As-You-Drive,4452,63777
71,1.32,Smooth,4199,Highway,Toyota,Truck,2011,Basic,2,2,Minor,Good,Clear,Low,13136,Third-Party,4098,33129
58,2.66,Smooth,11024,Highway,BMW,SUV,2022,Advanced,1,1,None,Good,Clear,Low,42821,Third-Party,4561,104868
92,2.94,Moderate,6342,Urban,Chevrolet,Hatchback,2000,Advanced,3,0,None,Moderate,Rain,Low,37312,Pay-As-You-Drive,3415,104504
66,1.44,Moderate,24651,Rural,Chevrolet,Hatchback,2004,Standard,2,0,None,Moderate,Snow,Moderate,11560,Comprehensive,4569,24378
58,1.57,Moderate,27187,Rural,Toyota,Hatchback,2017,Advanced,4,0,None,Good,Clear,Moderate,31385,Comprehensive,2795,71409
50,2.6,Smooth,16550,Rural,BMW,SUV,2022,Basic,2,0,None,Good,Rain,Moderate,33609,Comprehensive,974,76194
80,1.84,Smooth,10715,Rural,Tesla,Sedan,2015,Basic,4,0,None,Moderate,Fog,Low,22899,Pay-As-You-Drive,3503,57830
67,2.72,Smooth,9915,Rural,Tesla,Hatchback,2011,Standard,4,1,None,Good,Clear,Low,11607,Third-Party,630,32957
48,2.83,Smooth,22682,Rural,BMW,Hatchback,2014,Standard,3,2,Minor,Good,Clear,High,26758,Third-Party,4663,75096
94,1.31,Smooth,11797,Urban,BMW,Convertible,2018,Standard,3,1,None,Moderate,Clear,Low,39683,Third-Party,3456,103600
77,3.84,Smooth,13278,Suburban,Tesla,Coupe,2020,Standard,4,1,None,Good,Fog,Low,45717,Pay-As-You-Drive,3882,146382
82,0.77,Smooth,28790,Rural,BMW,Convertible,2023,Standard,2,1,None,Good,Rain,Moderate,19180,Pay-As-You-Drive,1120,43630
32,3.14,Moderate,20946,Highway,Mercedes,Coupe,2018,Basic,3,2,None,Poor,Clear,Moderate,41574,Third-Party,3389,114385
87,1.58,Smooth,29925,Rural,Tesla,SUV,2002,Advanced,2,0,Minor,Moderate,Rain,High,30814,Pay-As-You-Drive,3927,71519
114,1.19,Smooth,19230,Rural,Mercedes,Truck,2021,Standard,0,1,None,Poor,Rain,Low,5401,Pay-As-You-Drive,749,13216
91,0.7,Smooth,16591,Urban,Honda,Hatchback,2012,Advanced,1,2,Minor,Moderate,Snow,Moderate,12131,Third-Party,2111,29532
55,2.89,Moderate,4881,Urban,Ford,Sedan,2023,Standard,4,2,None,Poor,Clear,Moderate,29109,Pay-As-You-Drive,2196,86782
53,3.23,Moderate,9792,Suburban,Toyota,Sedan,2018,Standard,4,1,None,Good,Clear,Moderate,25000,Pay-As-You-Drive,1686,71205
108,1.45,Smooth,17636,Highway,Ford,Coupe,2017,Standard,0,1,None,Good,Clear,Moderate,17946,Pay-As-You-Drive,2457,44197
92,0.81,Moderate,18427,Suburban,Chevrolet,Sedan,2004,Standard,1,2,None,Poor,Clear,Low,26540,Comprehensive,2051,65508
79,2.7,Smooth,1934,Highway,Chevrolet,Sedan,2005,Standard,1,1,Minor,Good,Rain,Moderate,11765,Comprehensive,1067,30988
95,0.79,Smooth,17171,Highway,Chevrolet,Convertible,2022,Standard,1,0,Major,Good,Snow,Moderate,20110,Third-Party,3325,42005
100,2.53,Smooth,5441,Suburban,Tesla,Truck,2004,Basic,2,1,None,Poor,Snow,Low,45153,Third-Party,2621,129397
57,1.94,Moderate,15192,Highway,Toyota,Convertible,2009,Standard,3,2,None,Moderate,Clear,Low,9827,Pay-As-You-Drive,3103,26137
112,1.02,Moderate,18025,Suburban,Honda,Convertible,2021,Standard,3,0,None,Moderate,Clear,High,40629,Pay-As-You-Drive,1826,101082
89,2.46,Harsh,23140,Urban,Honda,Convertible,2003,Advanced,1,0,None,Moderate,Rain,Moderate,46730,Comprehensive,3013,114769
82,3.98,Moderate,13828,Highway,Toyota,Truck,2021,Standard,0,1,Minor,Moderate,Rain,Moderate,41781,Comprehensive,3132,120229
117,3.66,Smooth,10423,Highway,Ford,Truck,2015,Basic,4,2,Minor,Poor,Fog,Low,46190,Third-Party,4277,170493
95,3.27,Smooth,8028,Urban,Mercedes,Convertible,2009,Basic,0,1,None,Moderate,Clear,Low,42752,Comprehensive,4838,120132
108,2.1,Harsh,1811,Rural,Tesla,Truck,2016,Basic,2,2,None,Good,Clear,Moderate,38251,Pay-As-You-Drive,2192,115743
74,0.9,Harsh,29259,Rural,Ford,Truck,2007,Standard,0,0,None,Good,Rain,Low,45178,Pay-As-You-Drive,1022,83242
37,3.84,Smooth,16987,Suburban,BMW,SUV,2005,Basic,1,0,None,Good,Clear,Low,25339,Comprehensive,2513,60008
87,2.92,Moderate,4263,Rural,Chevrolet,Convertible,2016,Standard,1,0,None,Good,Clear,Moderate,7939,Comprehensive,664,20290
70,2.38,Moderate,4297,Suburban,BMW,Hatchback,2017,Basic,1,1,Major,Good,Rain,High,38193,Comprehensive,1085,94686
69,1.04,Moderate,13396,Urban,Ford,Hatchback,2011,Standard,1,2,Minor,Good,Clear,Low,44010,Third-Party,797,102750
65,2.14,Smooth,3680,Rural,Toyota,Convertible,2007,Standard,2,2,None,Good,Clear,Moderate,31796,Third-Party,1864,85121
79,1.17,Smooth,29971,Suburban,Ford,Sedan,2014,Basic,3,2,None,Good,Rain,Moderate,15843,Third-Party,3192,41981
77,3.39,Moderate,24391,Urban,Tesla,Sedan,2011,Standard,3,2,None,Good,Fog,Moderate,47435,Pay-As-You-Drive,2086,151307
112,0.8,Smooth,24132,Urban,BMW,Convertible,2019,Basic,0,1,None,Good,Clear,High,11282,Third-Party,3095,26310
119,3.11,Smooth,28168,Suburban,Toyota,Convertible,2018,Standard,2,2,Minor,Moderate,Clear,Moderate,25991,Third-Party,4835,87587
108,2.23,Smooth,22227,Rural,Ford,SUV,2018,Standard,4,0,None,Good,Clear,Low,44101,Pay-As-You-Drive,4122,125987
34,2.68,Smooth,12694,Suburban,Toyota,Coupe,2017,Advanced,4,0,Minor,Good,Clear,Low,15405,Pay-As-You-Drive,2545,36255
102,2.45,Smooth,16574,Highway,Ford,Sedan,2012,Advanced,1,2,None,Moderate,Clear,Low,48831,Pay-As-You-Drive,4274,144644
100,1.22,Moderate,752,Rural,Ford,Hatchback,2016,Standard,3,0,Minor,Poor,Snow,Moderate,19518,Third-Party,3307,47602
97,1.52,Smooth,24051,Urban,Ford,Hatchback,2001,Standard,2,2,None,Good,Rain,Low,17686,Pay-As-You-Drive,751,49311
49,2.83,Moderate,1397,Rural,BMW,Sedan,2005,Standard,4,2,Minor,Moderate,Clear,Low,20734,Third-Party,1691,60481
102,3.17,Smooth,27237,Urban,BMW,SUV,2023,Advanced,3,1,None,Poor,Clear,High,15413,Comprehensive,2234,48430
111,0.72,Smooth,24808,Highway,Tesla,Convertible,2006,Standard,2,0,None,Good,Snow,High,46755,Pay-As-You-Drive,2054,107825
46,2.67,Smooth,904,Suburban,Honda,Hatchback,2023,Standard,2,0,None,Poor,Rain,High,33970,Pay-As-You-Drive,2223,76487
84,2.88,Harsh,14593,Highway,Toyota,Coupe,2015,Basic,4,0,None,Good,Rain,Low,9323,Pay-As-You-Drive,4900,26285
35,3.66,Moderate,19722,Urban,Ford,Coupe,2022,Basic,3,2,Minor,Poor,Clear,Moderate,27835,Comprehensive,4884,80932
96,1.68,Harsh,21195,Urban,Tesla,Sedan,2018,Standard,4,2,None,Good,Clear,Low,48407,Pay-As-You-Drive,1022,146200
86,1.61,Smooth,21594,Urban,BMW,Convertible,2022,Standard,1,0,None,Moderate,Clear,Moderate,44601,Pay-As-You-Drive,995,98996
97,3.51,Smooth,23115,Urban,BMW,SUV,2003,Standard,0,2,None,Good,Fog,Moderate,40649,Comprehensive,976,125428
85,4.0,Moderate,25735,Highway,Ford,Sedan,2010,Basic,4,0,None,Good,Clear,High,35684,Third-Party,3271,110879
98,3.64,Smooth,8493,Highway,Toyota,Coupe,2018,Standard,4,0,None,Good,Rain,Low,17552,Pay-As-You-Drive,3234,54893
78,1.25,Smooth,9260,Urban,Toyota,Coupe,2000,Advanced,1,0,None,Moderate,Clear,High,41438,Pay-As-You-Drive,3541,85435
84,0.97,Smooth,10497,Suburban,Mercedes,Hatchback,2009,Standard,2,1,None,Good,Fog,High,14271,Third-Party,2587,33442
56,0.69,Moderate,11068,Suburban,Ford,Coupe,2021,Standard,1,1,None,Poor,Snow,Low,42571,Third-Party,4563,82560
118,2.3,Smooth,19196,Highway,Honda,Convertible,2021,Standard,3,2,None,Poor,Rain,Low,19836,Comprehensive,662,64607
43,2.8,Smooth,20990,Rural,Mercedes,Truck,2016,Standard,3,2,Major,Good,Clear,Moderate,5515,Third-Party,4254,15214
108,2.09,Smooth,19882,Rural,Chevrolet,SUV,2014,Advanced,1,2,Major,Good,Rain,Moderate,7543,Third-Party,1696,22035
36,0.64,Smooth,7562,Urban,Tesla,Hatchback,2012,Advanced,1,0,None,Poor,Clear,High,45265,Comprehensive,4782,70569
40,1.01,Smooth,21520,Rural,Ford,Truck,2015,Standard,3,2,None,Poor,Clear,Moderate,42929,Comprehensive,3278,98159
50,2.95,Moderate,14830,Rural,Ford,Coupe,2004,Standard,4,0,Minor,Poor,Rain,High,49174,Comprehensive,2761,125545
52,3.39,Moderate,15391,Rural,Ford,Coupe,2004,Standard,0,1,Minor,Good,Clear,Low,49238,Pay-As-You-Drive,1003,122177
51,2.37,Smooth,5912,Rural,Ford,Coupe,2020,Basic,4,2,None,Good,Clear,Low,18416,Comprehensive,2772,51895
